Ubigeo,Departamento,Provincia,Distrito,Prov + Distrito,Pob. Rural ('000s),Pob. Urbana  ('000s),Education Centres Rural - 2019,Education Centres  Urban - 2019,Non-reading population 2017,Teachers - Elementary,Teachers - Secondary,Average Years of Study,Budget 2022 (S/ Mn),Expenses 2022 (S/ Mn),Income 2022 (S/ Mn),Distritos's suspicious money laundry operations 2022,People with cellphone 2022,People with internet 2022,Poverty (%),Men Illiteracy (#),Women Illiteracy (#),Agricultural Tipology 2,Area KM2,Discrimination %,*EC_Rural,*EC_Urban,*EC_SQKM,*Pop_Density,*Teachers_Pop,*Teachers_EC,*D_Month-Income_PerCapita - Pounds,*Pop_Total,*Illiteracy_Total,*Illiteracy_Pop,*Cel_Pop,*Int_Pop,Income_Zscore,_classPoverty (%),_class*D_Month-Income_PerCapita - Pounds,_class*EC_SQKM,_class*Illiteracy_Pop,_class*Teachers_EC,_classDiscrimination %,_classDistritos's suspicious money laundry operations 2022,_class*Cel_Pop,_class*Int_Pop,Vulnerability_Score,EC_SQKM_Category,Teachers_EC_SCategory,Total Education Centres - 2019,Poverty (%) Normalized
30408,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,AYMARAESJUSTO APU SAHUARAURA,547,234,8,3,118,10,8,7.1,16.7998,2.4081,2.8752,64.0,721.02,0.0,44.2,29,89,1.0,84.76376819999999,2.8,68.375,78.0,129.77242793224477,9.213842383189379,2.3047375160051216,1.6363636363636365,64.42509603072983,781,118,0.15108834827144688,92.32010243277848,0.0,0.050386809848365924,1,0,1,0,1,0,0,0,1,4,Below Mean,Below Mean,11,55.310344827586206
30409,APURIMAC,AYMARAES,LUCRE,AYMARAESLUCRE,1261,352,16,3,385,22,23,5.0,13.00349,2.128,2.0382000000000002,64.0,1351.42,47.28,55.5,96,289,1.0,86.67354040000001,2.8,78.8125,117.33333333333333,219.21338291149348,18.61006245453889,2.7898326100433977,2.3684210526315788,22.11314321140732,1613,385,0.23868567885926845,83.78301301921886,2.931184128952263,-0.26288355449766954,1,1,1,0,1,0,0,1,1,6,Below Mean,Below Mean,19,69.22660098522168
30410,APURIMAC,AYMARAES,POCOHUANCA,AYMARAESPOCOHUANCA,491,575,6,3,114,10,8,7.7,6.53544,2.1769000000000003,2.7916999999999996,64.0,1245.04,3.94,39.4,20,94,1.0,73.7560498,2.8,81.83333333333333,191.66666666666666,122.02388854073365,14.453051687158007,1.6885553470919326,2.0,45.829971857410875,1066,114,0.10694183864915573,100.0,0.3696060037523452,-0.08728826626334624,1,1,1,0,1,0,0,0,1,5,Below Mean,Below Mean,9,49.39901477832512
30412,APURIMAC,AYMARAES,SAÑAYCA,AYMARAESSAÑAYCA,601,555,5,3,164,12,8,7.2,6.99516,2.3661999999999996,2.9148,64.0,1111.08,98.5,32.1,42,122,0.0,305.2960138,2.8,120.2,185.0,26.20407616995882,3.7864890065590497,1.7301038062283738,2.5,44.12543252595156,1156,164,0.14186851211072665,96.11418685121107,8.520761245674741,-0.09990838000965754,1,1,1,0,1,0,0,0,0,4,Below Mean,Below Mean,8,40.408866995073886
30411,APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,AYMARAESSAN JUAN DE CHACÑA,144,655,3,3,155,8,8,6.2,5.63732,6.772399999999999,2.0726,64.0,685.56,66.98,33.5,38,117,0.0,80.4817752,2.8,48.0,218.33333333333334,74.55103947558055,9.927713423498144,2.002503128911139,2.6666666666666665,45.39486858573216,799,155,0.1939924906132666,85.80225281602002,8.382978723404255,-0.09050969546631833,1,1,1,0,1,0,0,1,0,5,Below Mean,Below Mean,6,42.13300492610837
30413,APURIMAC,AYMARAES,SORAYA,AYMARAESSORAYA,571,174,4,3,130,7,8,6.5,6.67548,1.9719,3.5665999999999998,64.0,736.78,39.4,40.8,40,90,0.0,37.580843,2.8,142.75,58.0,186.2651138506925,19.823929974109415,2.013422818791946,2.142857142857143,83.77919463087248,745,130,0.174496644295302,98.89664429530201,5.2885906040268456,0.19368120105611408,1,0,1,0,1,0,0,0,0,3,Below Mean,Below Mean,7,51.123152709359594
30414,APURIMAC,AYMARAES,TAPAIRIHUA,AYMARAESTAPAIRIHUA,1725,224,19,3,439,28,24,5.8,24.02539,8.4846,3.4664,64.0,1213.52,0.0,51.1,140,299,0.0,133.9304857,2.8,90.78947368421052,74.66666666666667,164.26431879952483,14.552325333648813,2.6680348896870187,2.3636363636363638,31.124679322729605,1949,439,0.22524371472550025,62.26372498717291,0.0,-0.19616370318364101,1,1,1,0,1,0,0,1,1,6,Below Mean,Below Mean,22,63.80788177339901
30415,APURIMAC,AYMARAES,TINTAY,AYMARAESTINTAY,1627,780,15,3,450,28,30,6.1,18.73162,8.5755,8.7027,64.0,2454.62,279.74,32.0,115,335,0.0,119.43904280000001,2.8,108.46666666666667,260.0,150.70448973825833,20.15253926666599,2.4096385542168677,3.2222222222222223,63.27264229331118,2407,450,0.18695471541337766,100.0,11.621936019941836,0.04185424214214979,1,0,1,0,0,0,0,0,0,2,Below Mean,Above Mean,18,40.285714285714285
30416,APURIMAC,AYMARAES,TORAYA,AYMARAESTORAYA,897,450,10,3,241,15,11,6.4,20.96641,2.0326,2.5591999999999997,64.0,1560.24,51.22,38.6,52,189,0.0,140.9498193,2.8,89.7,150.0,92.23140593270699,9.556592599335103,1.9302152932442462,2.0,33.248700816629544,1347,241,0.1789161098737936,100.0,3.8025241276911657,-0.18043781621940286,1,1,1,0,1,0,0,0,1,5,Below Mean,Below Mean,13,48.41379310344828
30417,APURIMAC,AYMARAES,YANACA,AYMARAESYANACA,429,598,5,3,137,10,8,7.4,8.43052,2.4105,2.6145,64.0,961.36,0.0,36.5,29,108,0.0,86.7849872,2.8,85.8,199.33333333333334,92.18184225301124,11.833843999230318,1.7526777020447908,2.25,44.55087633885102,1027,137,0.13339824732229796,93.60856864654333,0.0,-0.09675846776512234,1,1,1,0,1,0,0,0,1,5,Below Mean,Below Mean,8,45.82758620689655
30602,APURIMAC,CHINCHEROS,ANCO_HUALLO,CHINCHEROSANCO_HUALLO,2573,8173,17,45,1358,106,124,7.7,48.86971,15.409799999999999,16.4911,64.0,9727.86,358.54,38.9,354,1005,0.0,76.4283033,2.8,151.35294117647058,181.62222222222223,811.2177992050231,140.60236242350288,2.1403312860599293,3.7096774193548385,26.855969663130466,10746,1359,0.12646566164154105,90.5254048017867,3.336497301321422,-0.22776848956777074,1,1,0,0,0,0,0,0,1,3,Below Mean,Above Mean,62,48.78325123152709
30601,APURIMAC,CHINCHEROS,CHINCHEROS,CHINCHEROSCHINCHEROS,2255,3280,31,22,555,55,80,8.4,137.32804,20.5768,22.9505,64.0,4858.0199999999995,267.92,47.8,150,405,0.0,113.2051629,2.8,72.74193548387096,149.0909090909091,468.17652695590965,48.89352974907472,2.4390243902439024,2.547169811320755,72.56255645889792,5535,555,0.1002710027100271,87.76910569105691,4.840469738030714,0.1106351563160693,1,0,0,1,1,0,0,1,0,4,Below Mean,Below Mean,53,59.743842364532014
30603,APURIMAC,CHINCHEROS,COCHARCAS,CHINCHEROSCOCHARCAS,1336,488,22,5,283,18,29,6.4,27.3635,3.5689,2.8049,64.0,985.0,3.94,53.9,78,205,0.0,90.7783162,2.8,60.72727272727273,97.6,297.4278564554384,20.09290408054517,2.5767543859649122,1.7407407407407407,26.911047149122805,1824,283,0.15515350877192982,54.002192982456144,0.21600877192982457,-0.22736070540858147,1,1,0,0,1,0,0,1,1,5,Below Mean,Below Mean,27,67.25615763546797
30610,APURIMAC,CHINCHEROS,EL PORVENIR,CHINCHEROSEL PORVENIR,563,1239,2,6,261,22,23,6.5,32.85305,5.299300000000001,4.4929,64.0,1379.0,55.16,53.8,75,186,,,2.8,281.5,206.5,1127.1048963584876,,2.497225305216426,5.625,43.63249167591565,1802,261,0.14483906770255273,76.52608213096559,3.0610432852386236,-0.10355802861725556,1,1,0,0,0,0,0,1,1,4,Below Mean,Above Mean,8,67.13300492610836
30604,APURIMAC,CHINCHEROS,HUACCANA,CHINCHEROSHUACCANA,4341,2638,42,27,799,80,103,7.7,164.4998,30.9557,24.803900000000002,64.0,5697.24,118.2,39.2,229,570,0.0,400.53556410000004,2.8,103.35714285714286,97.70370370370371,172.2693468058009,17.42417059938673,2.6221521707981084,2.652173913043478,62.19633901705116,6979,799,0.11448631609113054,81.63404499211921,1.6936523857286143,0.03388547925047745,1,0,1,0,1,0,0,1,1,5,Below Mean,Below Mean,69,49.15270935960591
30611,APURIMAC,CHINCHEROS,LOS CHANKAS,CHINCHEROSLOS CHANKAS,772,279,7,4,113,16,18,6.8,18.16262,5.2581999999999995,5.9144,64.0,882.56,15.76,56.6,33,80,,,2.8,110.28571428571429,69.75,1127.1048963584876,,3.2350142721217887,3.090909090909091,98.47954329210276,1051,113,0.10751665080875357,83.97335870599429,1.499524262607041,0.3025200343943457,1,0,0,0,1,0,0,1,1,4,Below Mean,Above Mean,11,70.58128078817734
30605,APURIMAC,CHINCHEROS,OCOBAMBA,CHINCHEROSOCOBAMBA,5411,1797,41,12,1106,78,82,6.6,318.766,26.185299999999998,18.6313,64.0,5212.62,86.67999999999999,43.2,313,793,0.0,179.30114229999998,2.8,131.97560975609755,149.75,295.5920933918111,40.200524701286305,2.2197558268590454,3.018867924528302,45.234149556048834,7208,1106,0.15344062153163152,72.31714761376249,1.2025527192008878,-0.0916996313031546,1,1,0,0,1,0,0,1,1,5,Below Mean,Above Mean,53,54.07881773399015
30606,APURIMAC,CHINCHEROS,ONGOY,CHINCHEROSONGOY,2156,323,24,5,368,24,29,6.6,17.22022,2.9305,3.1871,64.0,1993.6399999999999,15.76,43.0,116,251,0.0,192.37128570000002,2.8,89.83333333333333,64.6,150.75014909046791,12.886538606733447,2.1379588543767647,1.8275862068965518,22.49868898749496,2479,367,0.14804356595401372,80.4211375554659,0.63574021782977,-0.26002904040178754,1,1,1,0,1,0,0,1,1,6,Below Mean,Below Mean,29,53.83251231527093
30608,APURIMAC,CHINCHEROS,RANRACANCHA,CHINCHEROSRANRACANCHA,3244,1012,27,9,778,48,56,5.9,23.07519,4.5584,4.757899999999999,64.0,2521.6,7.88,53.9,220,558,0.0,83.1951971,2.8,120.14814814814815,112.44444444444444,432.7172872338805,51.15679929076098,2.443609022556391,2.888888888888889,19.56373355263157,4256,778,0.18280075187969924,59.248120300751886,0.18515037593984962,-0.28175894169812177,1,1,0,0,1,0,0,1,1,5,Below Mean,Below Mean,36,67.25615763546797
30609,APURIMAC,CHINCHEROS,ROCCHACC,CHINCHEROSROCCHACC,1912,910,15,4,521,30,40,5.9,53.3941,7.5368,7.9295,64.0,2151.24,7.88,44.8,186,336,,,2.8,127.46666666666667,227.5,1127.1048963584876,,2.4805102763997167,3.6842105263157894,49.17301559177888,2822,522,0.184975194897236,76.23104181431609,0.27923458540042523,-0.06253694993525803,1,1,0,0,0,0,0,1,1,4,Below Mean,Above Mean,19,56.049261083743836
30607,APURIMAC,CHINCHEROS,URANMARCA,CHINCHEROSURANMARCA,1742,1078,23,9,414,32,44,6.2,18.15474,4.7643,5.4643999999999995,64.0,2198.52,3.94,52.9,113,300,0.0,123.0971722,2.8,75.73913043478261,119.77777777777777,259.95723076407114,22.908730961083766,2.6950354609929077,2.375,33.91028368794325,2820,413,0.14645390070921985,77.96170212765958,0.1397163120567376,-0.17553957131856968,1,1,1,0,1,0,0,1,1,6,Below Mean,Below Mean,32,66.02463054187191
30506,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,COTABAMBASCHALLHUAHUACHO,8658,6360,75,14,1467,126,127,7.7,603.22241,188.347,210.0835,64.0,9708.16,551.6,39.0,472,995,0.0,380.8860527,2.8,115.44,454.2857142857143,233.66568392069664,39.42911506877553,1.6846450925555998,2.842696629213483,244.8036522839259,15018,1467,0.09768278066320416,64.64349447329872,3.6729258223465178,1.3858783736375355,1,0,1,1,1,0,0,1,1,6,Below Mean,Below Mean,89,48.90640394088669
30502,APURIMAC,COTABAMBAS,COTABAMBAS,COTABAMBASCOTABAMBAS,2410,1697,33,6,549,42,48,7.2,111.0104,22.6827,26.5839,64.0,2986.52,27.58,40.6,141,408,0.0,272.4048773,2.8,73.03030303030303,282.8333333333333,143.1692427336726,15.076822561722906,2.191380569758948,2.3076923076923075,113.2744704163623,4107,549,0.13367421475529584,72.71779887996104,0.6715364012661309,0.4120591102786727,1,0,1,0,1,0,0,1,1,5,Below Mean,Below Mean,39,50.87684729064039
30503,APURIMAC,COTABAMBAS,COYLLURQUI,COTABAMBASCOYLLURQUI,5944,1023,50,14,1157,80,76,6.1,96.93169,31.6232,39.178,64.0,4534.94,74.86,53.8,282,875,0.0,350.4037627,2.8,118.88,73.07142857142857,182.64644051437864,19.882777360369936,2.2391273144825607,2.4375,98.40892780249749,6967,1157,0.16606860915745658,65.09171809961245,1.0744940433472083,0.3019972095497544,1,0,1,0,1,0,0,1,1,5,Below Mean,Below Mean,64,67.13300492610836
30504,APURIMAC,COTABAMBAS,HAQUIRA,COTABAMBASHAQUIRA,4612,5337,70,21,1630,104,139,6.8,114.56057,32.9229,41.0575,64.0,9337.8,260.04,45.2,440,1190,0.0,404.8986537,2.8,65.88571428571429,254.14285714285714,224.7475983642669,24.571580836550456,2.4424565282943007,2.67032967032967,72.21894160217107,9949,1630,0.16383556136295105,93.85666901196099,2.6137300231179017,0.10809109147885451,1,0,1,0,1,0,0,0,1,4,Below Mean,Below Mean,91,56.54187192118226
30505,APURIMAC,COTABAMBAS,MARA,COTABAMBASMARA,4988,1192,56,6,1043,58,81,6.3,78.32744,37.9811,33.396800000000006,64.0,3640.56,39.4,41.7,272,770,0.0,186.4359427,2.8,89.07142857142857,198.66666666666666,332.55390083105476,33.14811463122449,2.249190938511327,2.2419354838709675,94.57022653721685,6180,1042,0.1686084142394822,58.908737864077665,0.6375404530744336,0.2735761307797647,1,0,0,0,1,0,0,1,1,4,Below Mean,Below Mean,62,52.231527093596064
30501,APURIMAC,COTABAMBAS,TAMBOBAMBA,COTABAMBASTAMBOBAMBA,6166,4591,80,26,2181,119,115,6.2,293.17178,79.376,82.778,64.0,7143.22,252.16,43.2,724,1458,1.0,598.0982185,2.8,77.075,176.57692307692307,177.22841620535607,17.98534031246241,2.1753276935948684,2.207547169811321,134.66719345542438,10757,2182,0.20284465929162407,66.40531746769545,2.344147996653342,0.570447123458257,1,0,1,0,1,0,0,1,1,5,Below Mean,Below Mean,106,54.07881773399015
30701,APURIMAC,GRAU,CHUQUIBAMBILLA,GRAUCHUQUIBAMBILLA,2123,3191,24,13,531,58,72,8.9,102.33982,19.095,18.131700000000002,64.0,2781.64,27.58,36.6,118,413,1.0,356.43937569999997,2.8,88.45833333333333,245.46153846153845,103.80446864866396,14.9085661188919,2.446368084305608,3.5135135135135136,59.71109333835154,5314,531,0.09992472713586752,52.34550244636809,0.5190063981934512,0.015485151036363456,1,0,1,1,0,0,0,1,1,5,Below Mean,Above Mean,37,45.95073891625616
30714,APURIMAC,GRAU,CURASCO,GRAUCURASCO,809,478,10,4,219,18,16,6.2,45.10711,3.1355999999999997,5.5092,64.0,819.52,0.0,53.8,54,164,0.0,113.1373647,2.8,80.9,119.5,123.74338077542299,11.375552218426385,2.641802641802642,2.4285714285714284,74.91142191142191,1287,218,0.16938616938616938,63.676767676767675,0.0,0.12802574897564462,1,0,1,0,1,0,0,1,1,5,Below Mean,Below Mean,14,67.13300492610836
30702,APURIMAC,GRAU,CURPAHUASI,GRAUCURPAHUASI,1614,429,21,3,370,29,24,6.3,17.81415,4.477600000000001,4.7515,64.0,1414.46,3.94,53.6,119,250,1.0,260.0845018,2.8,76.85714285714286,143.0,92.27770141588653,7.85513933302734,2.594224180127264,2.2083333333333335,40.70056289769946,2043,369,0.18061674008810572,69.23445912873227,0.19285364659814,-0.1252655210724128,1,1,1,0,1,0,0,1,1,6,Below Mean,Below Mean,24,66.88669950738915
30703,APURIMAC,GRAU,GAMARRA,GRAUGAMARRA,2622,305,49,3,574,44,35,4.9,19.78182,4.3157,5.347899999999999,64.0,1099.26,0.0,53.0,151,422,0.0,292.6315473,2.8,53.51020408163265,101.66666666666667,177.6978609441949,10.002339211224202,2.6990092244619066,1.5192307692307692,31.974120259651514,2927,573,0.19576358045780662,37.55585924154424,0.0,-0.1898745897282478,1,1,1,0,1,0,0,1,1,6,Below Mean,Below Mean,52,66.14778325123153
30704,APURIMAC,GRAU,HUAYLLATI,GRAUHUAYLLATI,1067,370,24,3,214,22,24,6.4,21.34567,3.1908000000000003,3.338,64.0,941.66,3.94,47.0,34,179,0.0,103.7861707,2.8,44.458333333333336,123.33333333333333,260.1502668216277,13.845775311951074,3.2011134307585247,1.7037037037037037,40.650661099512874,1437,213,0.14822546972860126,65.52957550452331,0.2741823242867084,-0.12563498533623887,1,1,1,0,1,0,0,1,1,6,Below Mean,Below Mean,27,58.758620689655174
30705,APURIMAC,GRAU,MAMARA,GRAUMAMARA,350,554,2,3,141,9,8,7.3,7.87361,2.4805,3.2657,64.0,421.58,0.0,32.4,38,103,0.0,52.3178955,2.8,175.0,184.66666666666666,95.56959339085036,17.278982485065747,1.8805309734513276,3.4,63.21875,904,141,0.15597345132743362,46.634955752212385,0.0,0.04145523294413125,1,0,1,0,0,0,0,1,1,4,Below Mean,Above Mean,5,40.778325123152705
30706,APURIMAC,GRAU,MICAELA BASTIDAS,GRAUMICAELA BASTIDAS,534,437,6,4,107,7,7,8.5,13.84579,4.015,4.397600000000001,64.0,610.7,0.0,52.0,25,83,0.0,87.8181294,2.8,89.0,109.25,113.87170358014936,11.056942417632502,1.4418125643666324,1.4,79.2564366632338,971,108,0.11122554067971163,62.89392378990731,0.0,0.16019548503583914,1,0,1,0,1,0,0,1,1,5,Below Mean,Below Mean,10,64.91625615763547
30707,APURIMAC,GRAU,PATAYPAMPA,GRAUPATAYPAMPA,414,424,10,3,125,10,8,7.1,8.6925,2.6746,6.5287,64.0,98.5,0.0,51.9,20,105,0.0,122.9964029,2.8,41.4,141.33333333333334,105.69414790584904,6.813207380392423,2.1479713603818613,1.3846153846153846,136.33920047732695,838,125,0.14916467780429593,11.75417661097852,0.0,0.582826373623741,1,0,1,0,1,0,0,1,1,5,Below Mean,Below Mean,13,64.79310344827586
30708,APURIMAC,GRAU,PROGRESO,GRAUPROGRESO,1952,1167,41,8,509,41,46,6.7,141.19236,7.5037,16.593700000000002,64.0,1839.98,19.7,49.3,168,341,0.0,202.1230613,2.8,47.609756097560975,145.875,242.4265676803303,15.431193154998985,2.7893555626803463,1.7755102040816326,93.1034786790638,3119,509,0.16319333119589613,58.9926258416159,0.631612696377044,0.2627165838831833,1,0,1,0,1,0,0,1,1,5,Below Mean,Below Mean,49,61.5911330049261
30709,APURIMAC,GRAU,SAN ANTONIO,GRAUSAN ANTONIO,42,246,0,3,20,4,8,9.0,4.98856,1.6258,1.7514,64.0,311.26,0.0,38.1,4,16,0.0,21.0942617,2.8,,82.0,142.21877222657193,13.653002133750904,4.166666666666666,4.0,106.421875,288,20,0.06944444444444445,100.0,0.0,0.36132368164065776,1,0,1,1,0,0,0,0,1,4,Below Mean,Above Mean,3,47.79802955665024
30710,APURIMAC,GRAU,SANTA ROSA,GRAUSANTA ROSA,337,256,2,4,117,5,8,6.8,5.28132,1.5424,5.3285,64.0,598.88,0.0,48.2,21,96,0.0,25.9600957,2.8,168.5,64.0,231.1239553712431,22.842750922524527,2.1922428330522767,2.1666666666666665,157.2491568296796,593,117,0.1973018549747049,100.0,0.0,0.7376400659374133,1,0,1,0,1,0,0,0,1,4,Below Mean,Below Mean,6,60.23645320197044
30711,APURIMAC,GRAU,TURPAY,GRAUTURPAY,61,606,0,3,78,7,8,7.9,6.6056,2.3778,2.465,64.0,661.92,35.46,32.4,18,60,0.0,42.5684704,2.8,,202.0,70.47469575040215,15.668874021839413,2.2488755622188905,5.0,64.67391304347827,667,78,0.11694152923538231,99.2383808095952,5.316341829085458,0.0522290078809653,1,0,1,0,0,0,0,0,0,2,Below Mean,Above Mean,3,40.778325123152705
30712,APURIMAC,GRAU,VILCABAMBA,GRAUVILCABAMBA,43,1259,1,8,72,12,12,10.5,19.8934,2.1096,2.2942,64.0,799.8199999999999,15.76,30.1,21,52,0.0,5.758102699999999,2.8,43.0,157.375,1563.014845150296,226.11614759840947,1.8433179723502304,2.6666666666666665,30.836021505376344,1302,73,0.05606758832565284,61.43010752688171,1.2104454685099846,-0.19830087562755364,1,1,0,1,1,0,0,1,1,6,Above Mean,Below Mean,9,37.94581280788177
30713,APURIMAC,GRAU,VIRUNDO,GRAUVIRUNDO,57,648,0,3,119,7,7,7.0,6.05485,1.7823,2.0548,64.0,618.58,7.88,41.4,15,105,0.0,95.13141669999999,2.8,,216.0,31.53532349319045,7.410801020899756,1.9858156028368796,4.666666666666667,51.00567375886525,705,120,0.1702127659574468,87.74184397163121,1.1177304964539008,-0.048968266538005234,1,0,1,0,0,0,0,1,1,4,Below Mean,Above Mean,3,51.86206896551724
40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,AREQUIPAALTO SELVA ALEGRE,0,88056,0,227,1492,405,372,11.8,465.1815,66.0247,114.92439999999999,,91482.86,43347.88,5.2,245,1247,0.0,56.665021499999995,16.0,,387.91189427312776,4005.998656508054,1553.9745273016442,0.882393022621968,3.4229074889867843,22.83974970473335,88056,1492,0.01694376305987099,100.0,49.22762787317161,-0.2575038859706123,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,227,7.280788177339902
40101,AREQUIPA,AREQUIPA,AREQUIPA,AREQUIPAAREQUIPA,0,57847,0,497,428,1102,1532,13.7,1087.67938,180.579,282.72740000000005,,61152.74,44191.04,0.7,100,328,0.0,9.5533718,16.0,,116.3923541247485,52023.51697439431,6055.139610498567,4.553390841357373,5.2997987927565395,85.53130672290699,57847,428,0.00739882794267637,100.0,76.39296765605822,0.20665353527549066,0,0,0,1,0,1,0,0,0,2,Above Mean,Above Mean,497,1.7389162561576355
40103,AREQUIPA,AREQUIPA,CAYMA,AREQUIPACAYMA,15,99953,0,243,2059,533,528,11.9,351.60236,85.56160000000001,149.8304,,103629.88,44261.96,6.4,347,1712,0.0,199.812996,16.0,,411.3292181069959,1216.1371125229512,500.30779779709627,1.061339628681178,4.366255144032922,26.22871318822023,99968,2059,0.020596590909090908,100.0,44.27612836107554,-0.23241258777974935,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,243,8.758620689655173
40104,AREQUIPA,AREQUIPA,CERRO COLORADO,AREQUIPACERRO COLORADO,255,206859,7,548,4100,1254,991,11.3,786.60698,161.8891,351.357,,234894.91999999998,76341.44,9.1,714,3385,1.0,145.99660210000002,16.0,36.42857142857143,377.4799270072993,3801.458335447109,1418.6220570951218,1.0839441080757457,4.045045045045045,29.687744430603434,207114,4099,0.019791032957694795,100.0,36.85962320268065,-0.20680252004752087,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,555,12.08374384236453
40105,AREQUIPA,AREQUIPA,CHARACATO,AREQUIPACHARACATO,619,13428,4,23,358,36,35,10.9,55.23495,11.780100000000001,33.003800000000005,,14668.619999999999,3640.56,11.5,74,284,0.0,72.6374536,16.0,154.75,583.8260869565217,371.70906552814506,193.38508309162424,0.505446002705204,2.6296296296296298,41.11671531287819,14047,358,0.02548586886879761,100.0,25.916992952231794,-0.12218440072603662,0,1,0,1,1,1,0,0,0,4,Below Mean,Below Mean,27,15.039408866995073
40106,AREQUIPA,AREQUIPA,CHIGUATA,AREQUIPACHIGUATA,754,2374,17,12,206,25,19,9.0,22.8975,9.4991,10.9952,,3203.22,425.52,17.8,64,142,1.0,195.6246863,16.0,44.35294117647059,197.83333333333334,148.24304922093054,15.989801998726579,1.4066496163682864,1.5172413793103448,61.51406649616367,3128,206,0.06585677749360613,100.0,13.603580562659845,0.028834051770531288,0,0,1,1,1,1,0,0,0,4,Below Mean,Below Mean,29,22.798029556650246
40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,AREQUIPAJACOBO HUNTER,22,52404,2,128,1287,300,320,11.4,163.97029,29.8101,73.862,,48887.52,20200.38,4.3,230,1058,1.0,17.2748922,16.0,11.0,409.40625,7525.372575118008,3034.8090971010515,1.1826193110288787,4.769230769230769,24.655419066875215,52426,1288,0.02456796246137413,93.25052454888795,38.531224964712166,-0.2440609847403395,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,130,6.172413793103448
40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,AREQUIPAJOSE LUIS BUSTAMANTE Y RIVERO,0,84251,0,218,808,541,478,13.1,257.10336,51.371300000000005,73.4707,,89871.4,57311.24,1.4,163,645,1.0,9.2886523,16.0,,386.4724770642202,23469.49729187301,9070.314753842169,1.2094811931015657,4.674311926605505,15.260795124093482,84251,808,0.009590390618508979,100.0,68.02440327117779,-0.31361715195428147,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,218,2.6009852216748763
40108,AREQUIPA,AREQUIPA,LA JOYA,AREQUIPALA JOYA,4388,31555,47,94,1489,256,286,9.3,520.84944,117.7215,130.5705,,40759.3,5508.12,17.0,285,1204,1.0,591.4594175,16.0,93.36170212765957,335.6914893617021,238.3933636495018,60.77001893371662,1.5079431321815095,3.8439716312056738,63.57242717636259,35943,1489,0.041426703391480954,100.0,15.324597279025124,0.04407379745173269,0,0,1,1,0,1,0,0,0,3,Below Mean,Above Mean,141,21.812807881773395
40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,AREQUIPAMARIANO MELGAR,0,63899,0,185,1233,389,439,11.7,176.11282,52.5481,76.46,,67054.86,26866.86,6.2,218,1015,,24.203934,16.0,,345.4,7643.385575254007,2640.025377692734,1.2957949263681747,4.475675675675675,20.940077309504062,63899,1233,0.019296076620917386,100.0,42.045822313338235,-0.2715687310968296,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,185,8.51231527093596
40110,AREQUIPA,AREQUIPA,MIRAFLORES,AREQUIPAMIRAFLORES,0,62895,0,163,988,285,225,12.1,164.08697,54.887,67.56819999999999,,65888.62,31362.399999999998,4.0,172,816,,22.446199800000002,16.0,,385.8588957055215,7261.808299505557,2802.033331272405,0.8108752683043168,3.128834355828221,18.80027824151363,62895,988,0.01570872088401304,100.0,49.86469512679863,-0.28741143248475864,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,163,5.80295566502463
40111,AREQUIPA,AREQUIPA,MOLLEBAYA,AREQUIPAMOLLEBAYA,644,4564,5,16,144,8,8,10.5,27.80935,15.3959,15.975,,7088.0599999999995,1205.6399999999999,7.4,32,112,1.0,26.1066779,16.0,128.8,285.25,804.3918908579325,199.48918893276726,0.30721966205837176,0.7619047619047619,53.67943548387097,5208,144,0.027649769585253458,100.0,23.149769585253456,-0.029172198194297973,0,0,0,1,1,1,0,0,0,3,Below Mean,Below Mean,21,9.990147783251231
40112,AREQUIPA,AREQUIPA,PAUCARPATA,AREQUIPAPAUCARPATA,0,135923,0,322,3094,712,702,11.5,415.46597,141.87679999999997,166.2661,,130469.16,57019.68,6.2,461,2633,0.0,23.8866272,16.0,,422.12111801242236,13480.34602390412,5690.33873480472,1.0402948728324126,4.391304347826087,21.40665487077242,135923,3094,0.0227628878114815,95.98755177563768,41.949986389352794,-0.26811427170947005,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,322,8.51231527093596
40113,AREQUIPA,AREQUIPA,POCSI,AREQUIPAPOCSI,219,274,4,2,22,3,0,8.4,7.43911,4.2166999999999994,6.523,,449.15999999999997,0.0,14.4,4,18,0.0,143.3904795,16.0,54.75,137.0,41.843782243576364,3.438164107680524,0.6085192697768762,0.5,231.54665314401623,493,22,0.04462474645030426,91.10750507099391,0.0,1.2877258499658313,0,0,1,1,1,1,0,0,1,5,Below Mean,Below Mean,6,18.610837438423648
